"","geneSymbol","UniProtID","refSeqID","length"
"19092","SHOC2","Q9UQ13","NM_007373",582
"19093","DNM3","Q9UQ16","NM_015569",869
"19094","RIMS2","Q9UQ26","NM_001100117",1411
"19095","SRRM2","Q9UQ35","",2752
"19096","NEU3","Q9UQ49","NM_006656",428
"19097","CNTN6","Q9UQ52","NM_014461",1028
"19098","MGAT4B","Q9UQ53","NM_014275",548
"19099","PSG11","Q9UQ72","NM_002785",335
"19100","PSG8","Q9UQ74","",426
"19101","PA2G4","Q9UQ80","NM_006191",394
"19102","EXO1","Q9UQ84","NM_006027",846
"19103","CDK11A","Q9UQ88","NM_024011",783
"19104","SPG7","Q9UQ90","NM_003119",795
"19105","CTNND2","Q9UQB3","NM_001332",1225
"19106","BAIAP2","Q9UQB8","",552
"19107","AURKC","Q9UQB9","NM_003160",309
"19108","GAB2","Q9UQC2","NM_080491",676
"19109","CLCA2","Q9UQC9","NM_006536",943
"19110","SCN8A","Q9UQD0","NM_014191",1980
"19111","SMC3","Q9UQE7","NM_005445",1217
"19112","ERVW-1","Q9UQF0","NM_014590",538
"19113","MAPK8IP1","Q9UQF2","NM_005456",711
"19114","ERVK-11","Q9UQG0","",969
"19115","PPP1R3C","Q9UQK1","NM_005398",317
"19116","HDAC5","Q9UQL6","NM_001015053",1122
"19117","CAMK2A","Q9UQM7","NM_015981",478
"19118","CHMP2B","Q9UQN3","NM_014043",213
"19119","TNN","Q9UQP3","XM_040527",1299
"19120","NAALADL1","Q9UQQ1","NM_005468",740
"19121","SH2B3","Q9UQQ2","NM_005475",575
"19122","SCML2","Q9UQR0","NM_006089",700
"19123","ZNF148","Q9UQR1","NM_021964",794
"19124","LAMP3","Q9UQV4","",416
"19125","HHLA3","Q9XRX5","NM_007071",114
"19126","TRPC6","Q9Y210","NM_004621",931
"19127","COLQ","Q9Y215","NM_005677",455
"19128","MTMR7","Q9Y216","NM_004686",660
"19129","MTMR6","Q9Y217","NM_004685",621
"19130","JAG2","Q9Y219","",1238
"19131","NIP7","Q9Y221","NM_016101",180
"19132","DMTF1","Q9Y222","NM_021145",760
"19133","GNE","Q9Y223","NM_005476",722
"19134","C14orf166","Q9Y224","NM_016039",244
"19135","RNF24","Q9Y225","",148
"19136","SLC22A13","Q9Y226","NM_004256",551
"19137","ENTPD4","Q9Y227","NM_004901",616
"19138","TRAF3IP3","Q9Y228","",551
"19139","RUVBL2","Q9Y230","",463
"19140","FUT9","Q9Y231","NM_006581",359
"19141","CDYL","Q9Y232","NM_004824",598
"19142","PDE10A","Q9Y233","",779
"19143","LIPT1","Q9Y234","NM_015929",373
"19144","APOBEC2","Q9Y235","NM_006789",224
"19145","OSGIN2","Q9Y236","NM_004337",505
"19146","PIN4","Q9Y237","NM_006223",131
"19147","DLEC1","Q9Y238","NM_007337",1755
"19148","NOD1","Q9Y239","",953
"19149","CLEC11A","Q9Y240","NM_002975",323
"19150","HIGD1A","Q9Y241","NM_014056",93
"19151","TCF19","Q9Y242","NM_007109",345
"19152","AKT3","Q9Y243","NM_181690",479
"19153","POMP","Q9Y244","NM_015932",141
"19154","FAM50B","Q9Y247","NM_012135",325
"19155","GINS2","Q9Y248","NM_016095",185
"19156","LZTS1","Q9Y250","NM_021020",596
"19157","HPSE","Q9Y251","NM_006665",543
"19158","RNF6","Q9Y252","NM_005977",685
"19159","POLH","Q9Y253","NM_006502",713
"19160","PRELID1","Q9Y255","NM_013237",219
"19161","RCE1","Q9Y256","NM_005133",329
"19162","KCNK6","Q9Y257","NM_004823",313
"19163","CCL26","Q9Y258","NM_006072",94
"19164","CHKB","Q9Y259","NM_005198",395
"19165","FOXA2","Q9Y261","",457
"19166","EIF3L","Q9Y262","NM_016091",564
"19167","PLAA","Q9Y263","NM_001031689",795
"19168","ANGPT4","Q9Y264","NM_015985",503
"19169","RUVBL1","Q9Y265","",456
"19170","NUDC","Q9Y266","",331
"19171","SLC22A14","Q9Y267","NM_004803",594
"19172","CYSLTR1","Q9Y271","",337
"19173","RASD1","Q9Y272","NM_016084",281
"19174","ST3GAL6","Q9Y274","NM_006100",331
"19175","TNFSF13B","Q9Y275","",285
"19176","BCS1L","Q9Y276","NM_004328",419
"19177","VDAC3","Q9Y277","",283
"19178","HS3ST2","Q9Y278","NM_006043",367
"19179","VSIG4","Q9Y279","NM_007268",399
"19180","CFL2","Q9Y281","NM_138638",166
"19181","ERGIC3","Q9Y282","NM_015966",383
"19182","INVS","Q9Y283","NM_014425",1065
"19183","WDR83OS","Q9Y284","NM_016145",106
"19184","FARSA","Q9Y285","NM_004461",508
"19185","SIGLEC7","Q9Y286","NM_016543",467
"19186","ITM2B","Q9Y287","NM_021999",266
"19187","SLC5A6","Q9Y289","NM_021095",635
"19188","MRPS33","Q9Y291","NM_053035",106
"19189","ASF1A","Q9Y294","NM_014034",204
"19190","DRG1","Q9Y295","NM_004147",367
"19191","TRAPPC4","Q9Y296","NM_016146",219
"19192","BTRC","Q9Y297","NM_033637",605
"19193","TP53TG1","Q9Y2A0","",90
"19194","ZNF443","Q9Y2A4","NM_005815",671
"19195","NCKAP1","Q9Y2A7","NM_205842",1128
"19196","B3GNT3","Q9Y2A9","NM_014256",372
"19197","CNPY2","Q9Y2B0","NM_014255",182
"19198","TMEM5","Q9Y2B1","NM_014254",443
"19199","PIGL","Q9Y2B2","",252
"19200","TP53TG5","Q9Y2B4","NM_014477",290
"19201","VPS9D1","Q9Y2B5","NM_004913",631
"19202","PKIG","Q9Y2B9","",76
"19203","UST","Q9Y2C2","NM_005715",406
"19204","B3GALT5","Q9Y2C3","NM_033170",310
"19205","EXOG","Q9Y2C4","NM_005107",368
"19206","SLC17A4","Q9Y2C5","",497
"19207","TLR6","Q9Y2C9","",796
"19208","CA5B","Q9Y2D0","NM_007220",317
"19209","ATF5","Q9Y2D1","",282
"19210","SLC35A3","Q9Y2D2","NM_012243",325
"19211","EXOC6B","Q9Y2D4","XM_039570",811
"19212","AKAP2","Q9Y2D5","NM_001004065",859
"19213","SSX2IP","Q9Y2D8","NM_014021",614
"19214","ZNF652","Q9Y2D9","NM_014897",606
"19215","DIP2C","Q9Y2E4","NM_014974",1556
"19216","MAN2B2","Q9Y2E5","NM_015274",1009
"19217","DTX4","Q9Y2E6","XM_166213",619
"19218","SLC9A8","Q9Y2E8","XM_030524",581
"19219","ICE1","Q9Y2F5","NM_015325.1",2266
"19220","BTBD3","Q9Y2F9","",522
"19221","EFR3B","Q9Y2G0","NM_014971",817
"19222","MYRF","Q9Y2G1","NM_013279",1151
"19223","CARD8","Q9Y2G2","NM_014959",431
"19224","ATP11B","Q9Y2G3","NM_014616",1177
"19225","ANKRD6","Q9Y2G4","",727
"19226","POFUT2","Q9Y2G5","NM_015227",429
"19227","ZFP30","Q9Y2G7","NM_014898",519
"19228","DNAJC16","Q9Y2G8","NM_015291",782
"19229","SBNO2","Q9Y2G9","NM_014963",1366
"19230","DLGAP4","Q9Y2H0","NM_014902",992
"19231","STK38L","Q9Y2H1","NM_015000",464
"19232","INPP5F","Q9Y2H2","NM_014937",1132
"19233","PLEKHA6","Q9Y2H5","NM_014935",1048
"19234","FNDC3A","Q9Y2H6","NM_014923",1198
"19235","ZNF510","Q9Y2H8","NM_014930",683
"19236","MAST1","Q9Y2H9","NM_014975",1570
"19237","NISCH","Q9Y2I1","NM_007184",1504
"19238","NTNG1","Q9Y2I2","NM_014917",539
"19239","NINL","Q9Y2I6","NM_025176",1382
"19240","PIKFYVE","Q9Y2I7","NM_015040",2098
"19241","WDR37","Q9Y2I8","NM_014023",494
"19242","TBC1D30","Q9Y2I9","XM_037557",924
"19243","RPH3A","Q9Y2J0","NM_014954",694
"19244","EPB41L3","Q9Y2J2","NM_012307",1087
"19245","AMOTL2","Q9Y2J4","NM_016201",779
"19246","PADI2","Q9Y2J8","",665
"19247","ZBTB1","Q9Y2K1","",713
"19248","SIK3","Q9Y2K2","NM_025164",1263
"19249","MYH15","Q9Y2K3","XM_036988",1946
"19250","R3HDM2","Q9Y2K5","NM_014925",976
"19251","USP20","Q9Y2K6","",914
"19252","KDM2A","Q9Y2K7","NM_012308",1162
"19253","STXBP5L","Q9Y2K9","",1186
"19254","DIS3","Q9Y2L1","NM_014953",958
"19255","TRAPPC8","Q9Y2L5","NM_014939",1435
"19256","FRMD4B","Q9Y2L6","",1034
"19257","ZKSCAN5","Q9Y2L8","NM_014569",839
"19258","LRCH1","Q9Y2L9","NM_015116",728
"19259","FAN1","Q9Y2M0","NM_014967",1017
"19260","SSUH2","Q9Y2M2","NM_015931",353
"19261","KLHL20","Q9Y2M5","NM_014458",609
"19262","HIF3A","Q9Y2N7","",669
"19263","ZNF835","Q9Y2P0","NM_001005850",537
"19264","SLC27A6","Q9Y2P4","NM_014031",619
"19265","SLC27A5","Q9Y2P5","NM_012254",690
"19266","ZNF256","Q9Y2P7","",627
"19267","RCL1","Q9Y2P8","NM_005772",373
"19268","ATP8A1","Q9Y2Q0","NM_006095",1164
"19269","ZNF257","Q9Y2Q1","",563
"19270","GSTK1","Q9Y2Q3","NM_015917",226
"19271","LAMTOR2","Q9Y2Q5","NM_014017",125
"19272","MRPS28","Q9Y2Q9","NM_014018",187
"19273","COA3","Q9Y2R0","NM_014019",106
"19274","PTPN22","Q9Y2R2","NM_015967",807
"19275","DDX52","Q9Y2R4","NM_152300",599
"19276","MRPS17","Q9Y2R5","NM_015969",130
"19277","MRPS7","Q9Y2R9","NM_015971",242
"19278","POLR1D","Q9Y2S0","NM_015972, NM_152705",133
"19279","CRYL1","Q9Y2S2","NM_015974",319
"19280","TMA7","Q9Y2S6","NM_015933",64
"19281","POLDIP2","Q9Y2S7","NM_015584",368
"19282","AXIN2","Q9Y2T1","NM_004655",843
"19283","AP3M1","Q9Y2T2","",418
"19284","GDA","Q9Y2T3","",454
"19285","PPP2R2C","Q9Y2T4","NM_181876",447
"19286","GPR52","Q9Y2T5","NM_005684",361
"19287","GPR55","Q9Y2T6","NM_005683",319
"19288","YBX2","Q9Y2T7","NM_015982",364
"19289","KCNK7","Q9Y2U2","NM_005714",307
"19290","MAP3K2","Q9Y2U5","NM_006609",619
"19291","LEMD3","Q9Y2U8","",911
"19292","KLHDC2","Q9Y2U9","",406
"19293","C15orf41","Q9Y2V0","NM_032499",281
"19294","CARHSP1","Q9Y2V2","NM_014316",147
"19295","RAX","Q9Y2V3","",346
"19296","COG6","Q9Y2V7","",657
"19297","THRAP3","Q9Y2W1","NM_005119",955
"19298","WBP11","Q9Y2W2","NM_016312",641
"19299","SLC45A1","Q9Y2W3","",748
"19300","TDRKH","Q9Y2W6","NM_006862",561
"19301","KCNIP3","Q9Y2W7","NM_013434",256
"19302","MED16","Q9Y2X0","NM_005481",877
"19303","NOP58","Q9Y2X3","NM_015934",529
"19304","GIT1","Q9Y2X7","NM_014030",761
"19305","UBE2D4","Q9Y2X8","NM_015983",147
"19306","ZNF281","Q9Y2X9","NM_012482",895
"19307","ARL2BP","Q9Y2Y0","NM_012106",163
"19308","POLR3K","Q9Y2Y1","NM_016310",108
"19309","ZBTB32","Q9Y2Y4","NM_014383",487
"19310","TMEM98","Q9Y2Y6","NM_015544",226
"19311","PRG3","Q9Y2Y8","NM_006093",225
"19312","KLF13","Q9Y2Y9","NM_015995",288
"19313","SUGT1","Q9Y2Z0","",365
"19314","MTO1","Q9Y2Z2","NM_012123",717
"19315","YARS2","Q9Y2Z4","NM_015936",477
"19316","COQ6","Q9Y2Z9","",468
"19317","AMDHD2","Q9Y303","NM_015944",409
"19318","ACOT9","Q9Y305","NM_012332",439
"19319","AAR2","Q9Y312","NM_015511",384
"19320","NOSIP","Q9Y314","",301
"19321","DERA","Q9Y315","NM_015954",318
"19322","MEMO1","Q9Y316","NM_015955",297
"19323","TMX2","Q9Y320","NM_015959",296
"19324","FCF1","Q9Y324","NM_015962",198
"19325","ZBTB12","Q9Y330","NM_181842",459
"19326","LSM2","Q9Y333","NM_021177",95
"19327","VWA7","Q9Y334","NM_025258",891
"19328","SIGLEC9","Q9Y336","NM_014441",463
"19329","KLK5","Q9Y337","NM_012427",293
"19330","PLLP","Q9Y342","",182
"19331","SNX24","Q9Y343","NM_014035",169
"19332","SLC6A5","Q9Y345","NM_004211",797
"19333","STARD10","Q9Y365","",291
"19334","IFT52","Q9Y366","NM_016004",437
"19335","SH3GLB1","Q9Y371","NM_016009",365
"19336","NDUFAF1","Q9Y375","NM_016013",327
"19337","CAB39","Q9Y376","NM_016289",341
"19338","LUC7L2","Q9Y383","NM_016019",392
"19339","UBE2J1","Q9Y385","NM_016021",318
"19340","RBMX2","Q9Y388","NM_016024",322
"19341","DHRS7","Q9Y394","NM_016029",339
"19342","ZDHHC9","Q9Y397","NM_016032",364
"19343","MRPS2","Q9Y399","",296
"19344","COQ4","Q9Y3A0","NM_016035",265
"19345","UTP11L","Q9Y3A2","NM_016037",253
"19346","MOB4","Q9Y3A3","NM_015387",225
"19347","RRP7A","Q9Y3A4","NM_015703",280
"19348","SBDS","Q9Y3A5","NM_016038",250
"19349","TMED5","Q9Y3A6","NM_016040",229
"19350","SLMO2","Q9Y3B1","NM_016045",194
"19351","EXOSC1","Q9Y3B2","",195
"19352","TMED7","Q9Y3B3","NM_181836",224
"19353","SF3B6","Q9Y3B4","NM_016047",125
"19354","EMC9","Q9Y3B6","NM_016049",208
"19355","MRPL11","Q9Y3B7","NM_016050",192
"19356","REXO2","Q9Y3B8","NM_015523",237
"19357","RRP15","Q9Y3B9","NM_016052",282
"19358","CCDC53","Q9Y3C0","NM_016053",194
"19359","NOP16","Q9Y3C1","NM_016391",178
"19360","TPRKB","Q9Y3C4","NM_016058",175
"19361","RNF11","Q9Y3C5","NM_014372",154
"19362","PPIL1","Q9Y3C6","",166
"19363","MED31","Q9Y3C7","NM_016060",131
"19364","UFC1","Q9Y3C8","NM_016406",167
"19365","FAM96B","Q9Y3D0","NM_016062",163
"19366","MSRB2","Q9Y3D2","NM_012228",182
"19367","MRPS16","Q9Y3D3","",137
"19368","MRPS18C","Q9Y3D5","",142
"19369","FIS1","Q9Y3D6","NM_016068",152
"19370","PAM16","Q9Y3D7","NM_016069",125
"19371","AK6","Q9Y3D8","NM_016283",172
"19372","MRPS23","Q9Y3D9","NM_016070",190
"19373","GOLT1B","Q9Y3E0","NM_016072",138
"19374","BOLA1","Q9Y3E2","NM_016074",137
"19375","PTRH2","Q9Y3E5","NM_016077",179
"19376","CHMP3","Q9Y3E7","NM_016079",222
"19377","STRAP","Q9Y3F4","NM_007178",350
"19378","RTCB","Q9Y3I0","NM_014306",505
"19379","FBXO7","Q9Y3I1","",522
"19380","SH3BP1","Q9Y3L3","NM_018957",701
"19381","RAP2C","Q9Y3L5","NM_021183",183
"19382","CBY1","Q9Y3M2","NM_015373",126
"19383","STARD13","Q9Y3M8","NM_001243466",1113
"19384","ZNF337","Q9Y3M9","",751
"19385","OR2W1","Q9Y3N9","",320
"19386","RHBDD3","Q9Y3P4","NM_012265",386
"19387","SIT1","Q9Y3P8","NM_014450",196
"19388","RABGAP1","Q9Y3P9","NM_012197",1069
"19389","NAALAD2","Q9Y3Q0","NM_005467",740
"19390","TMED3","Q9Y3Q3","NM_007364",217
"19391","HCN4","Q9Y3Q4","NM_005477",1203
"19392","ADAM18","Q9Y3Q7","NM_014237",739
"19393","TSC22D4","Q9Y3Q8","NM_030935",395
"19394","GRIP1","Q9Y3R0","",1128
"19395","NEU2","Q9Y3R4","NM_005383",380
"19396","DOPEY2","Q9Y3R5","NM_005128",2298
"19397","WNK2","Q9Y3S1","NM_006648",2297
"19398","ZNF330","Q9Y3S2","NM_014487",320
"19399","R3HCC1","Q9Y3T6","NM_001136108",480
"19400","NOC2L","Q9Y3T9","NM_015658",749
"19401","RPL36","Q9Y3U8","NM_015414",105
"19402","RWDD3","Q9Y3V2","NM_015485",267
"19403","CCDC9","Q9Y3X0","NM_015603",531
"19404","CHTOP","Q9Y3Y2","NM_015607",248
"19405","PYGO1","Q9Y3Y4","NM_015617",419
"19406","SAMHD1","Q9Y3Z3","NM_015474",626
"19407","FAM32A","Q9Y421","NM_014077",112
"19408","C2CD2","Q9Y426","NM_015500",696
"19409","C22orf24","Q9Y442","NM_015372",160
"19410","PKP3","Q9Y446","NM_007183",797
"19411","KNSTRN","Q9Y448","NM_001142761",316
"19412","HBS1L","Q9Y450","",684
"19413","TBX22","Q9Y458","NM_016954",520
"19414","ZNF711","Q9Y462","NM_021998",761
"19415","DYRK1B","Q9Y463","NM_004714",629
"19416","NR2E1","Q9Y466","",385
"19417","SALL2","Q9Y467","NM_005407",1007
"19418","L3MBTL1","Q9Y468","NM_032107",752
"19419","CMAHP","Q9Y471","NR_002174",72
"19420","ZNF175","Q9Y473","NM_007147",711
"19421","PRKAB1","Q9Y478","NM_006253",270
"19422","MTF2","Q9Y483","NM_007358",593
"19423","WDR45","Q9Y484","NM_007075",360
"19424","DMXL1","Q9Y485","NM_005509",3027
"19425","ATP6V0A2","Q9Y487","NM_012463",856
"19426","TLN1","Q9Y490","NM_006289",2541
"19427","ZAN","Q9Y493","NM_003386",2812
"19428","KIF3A","Q9Y496","NM_007054",699
"19429","JRKL","Q9Y4A0","NM_003772",524
"19430","TRRAP","Q9Y4A5","NM_003496",3859
"19431","NFE2L3","Q9Y4A8","",694
"19432","OR10H1","Q9Y4A9","",318
"19433","RAD54L2","Q9Y4B4","NM_015106",1467
"19434","MTCL1","Q9Y4B5","NM_015210",1905
"19435","VPRBP","Q9Y4B6","NM_014703",1507
"19436","KDM3A","Q9Y4C1","NM_018433",1321
"19437","FAM115A","Q9Y4C2","NM_014719",921
"19438","MFHAS1","Q9Y4C4","NM_004225",1052
"19439","CHST2","Q9Y4C5","NM_004267",530
"19440","RBM19","Q9Y4C8","NM_016196",960
"19441","DAAM1","Q9Y4D1","NM_014992",1078
"19442","DAGLA","Q9Y4D2","NM_006133",1042
"19443","PLXND1","Q9Y4D7","NM_015103",1925
"19444","HECTD4","Q9Y4D8","NM_173813",3996
"19445","FAM21C","Q9Y4E1","",1318
"19446","ZNF451","Q9Y4E5","NM_015555",1061
"19447","WDR7","Q9Y4E6","",1490
"19448","USP15","Q9Y4E8","NM_006313",981
"19449","FARP1","Q9Y4F1","NM_005766",1045
"19450","KIAA0430","Q9Y4F3","NM_014647",1742
"19451","FAM179B","Q9Y4F4","XM_113781",1720
"19452","CEP170B","Q9Y4F5","NM_001112726",1589
"19453","FAM65B","Q9Y4F9","",1068
"19454","PLEKHM1","Q9Y4G2","NM_014798",1056
"19455","TLN2","Q9Y4G6","",2542
"19456","RAPGEF2","Q9Y4G8","NM_014247",1499
"19457","IRS2","Q9Y4H2","NM_003749",1338
"19458","GPSM3","Q9Y4H4","NM_022107",160
"19459","MYO5A","Q9Y4I1","NM_000259",1855
"19460","MTL5","Q9Y4I5","NM_004923",508
"19461","DTNA","Q9Y4J8","NM_001390",743
"19462","LOXL2","Q9Y4K0","",774
"19463","AIM1","Q9Y4K1","",1723
"19464","TRAF6","Q9Y4K3","NM_145803",522
"19465","MAP4K5","Q9Y4K4","NM_006575",846
"19466","HYOU1","Q9Y4L1","NM_006389",999
"19467","RNF115","Q9Y4L5","NM_014455",304
"19468","LINC00588","Q9Y4M8","NR_026772",146
"19469","ATG4B","Q9Y4P1","NM_013325",393
"19470","TBL2","Q9Y4P3","NM_012453",447
"19471","WIPI2","Q9Y4P8","NM_015610",454
"19472","SPEF1","Q9Y4P9","",236
"19473","TTLL3","Q9Y4R7","NM_001025930.2",772
"19474","TELO2","Q9Y4R8","NM_016111",837
"19475","MMACHC","Q9Y4U1","NM_015506",282
"19476","LAS1L","Q9Y4W2","NM_031206",734
"19477","AFG3L2","Q9Y4W6","NM_006796",797
"19478","AMMECR1","Q9Y4X0","",333
"19479","UGT2A1","Q9Y4X1","NM_006798",527
"19480","UGT2A2","Q9Y4X1","",527
"19481","CCL27","Q9Y4X3","NM_006664",112
"19482","KLF12","Q9Y4X4","NM_007249",402
"19483","ARIH1","Q9Y4X5","NM_005744",557
"19484","LSM5","Q9Y4Y9","",91
"19485","LSM4","Q9Y4Z0","",139
"19486","NEUROG3","Q9Y4Z2","NM_020999",214
"19487","RNF114","Q9Y508","NM_018683",228
"19488","SAMM50","Q9Y512","NM_015380",469
"19489","TMEM184B","Q9Y519","NM_012264",407
"19490","PRRC2C","Q9Y520","NM_015172",2896
"19491","OARD1","Q9Y530","NM_145063",152
"19492","CSDC2","Q9Y534","NM_014460",153
"19493","POLR3H","Q9Y535","NM_138338",204
"19494","PPIAL4C","Q9Y536","",164
"19495","PPIAL4B","Q9Y536","",164
"19496","PPIAL4A","Q9Y536","NM_178230",164
"19497","HES2","Q9Y543","NM_019089",173
"19498","LRRC42","Q9Y546","NM_052940",428
"19499","HSPB11","Q9Y547","NM_016126",144
"19500","YIPF1","Q9Y548","NM_018982",306
"19501","LRP12","Q9Y561","NM_013437",859
"19502","SHANK1","Q9Y566","NM_016148",2161
"19503","PPME1","Q9Y570","NM_016147",386
"19504","RIPK3","Q9Y572","NM_006871",518
"19505","IPP","Q9Y573","NM_005897",584
"19506","ASB4","Q9Y574","NM_016116",426
"19507","ASB3","Q9Y575","NM_016115",518
"19508","ASB1","Q9Y576","NM_001040445",335
"19509","TRIM17","Q9Y577","NM_016102",477
"19510","RBM7","Q9Y580","NM_016090",266
"19511","INSL6","Q9Y581","NM_007179",213
"19512","TIMM22","Q9Y584","NM_013337",194
"19513","OR1A2","Q9Y585","NM_012352",309
"19514","MAB21L2","Q9Y586","NM_006439",359
"19515","AP4S1","Q9Y587","",144
"19516","CEP83","Q9Y592","NM_016122",693
"19517","KCTD3","Q9Y597","NM_016121",815
"19518","ZSCAN21","Q9Y5A6","NM_145914",473
"19519","NUB1","Q9Y5A7","NM_016118",615
"19520","YTHDF2","Q9Y5A9","NM_016258",579
"19521","CTDP1","Q9Y5B0","NM_004715",961
"19522","PAXBP1","Q9Y5B6","NM_013329",917
"19523","NME7","Q9Y5B8","NM_013330",376
"19524","SUPT16H","Q9Y5B9","",1047
"19525","ANGPTL3","Q9Y5C1","NM_014495",460
"19526","PCDHB9","Q9Y5E1","NM_019119",797
"19527","PCDHB7","Q9Y5E2","NM_018940",793
"19528","PCDHB6","Q9Y5E3","NM_018939",794
"19529","PCDHB5","Q9Y5E4","NM_015669",795
"19530","PCDHB4","Q9Y5E5","NM_018938",795
"19531","PCDHB3","Q9Y5E6","NM_018937",796
"19532","PCDHB2","Q9Y5E7","NM_018936",798
"19533","PCDHB15","Q9Y5E8","NM_018935",787
"19534","PCDHB14","Q9Y5E9","NM_018934",798
"19535","PCDHB13","Q9Y5F0","NM_018933",798
"19536","PCDHB12","Q9Y5F1","NM_018932",795
"19537","PCDHB11","Q9Y5F2","NM_018931",797
"19538","PCDHB1","Q9Y5F3","NM_013340",818
"19539","PCDHGC5","Q9Y5F6","NM_018929",944
"19540","PCDHGC4","Q9Y5F7","NM_018928",938
"19541","PCDHGB7","Q9Y5F8","NM_018927",929
"19542","PCDHGB6","Q9Y5F9","NM_018926",930
"19543","PCDHGB5","Q9Y5G0","NM_018925",923
"19544","PCDHGB3","Q9Y5G1","NM_018924",929
"19545","PCDHGB2","Q9Y5G2","NM_018923",931
"19546","PCDHGB1","Q9Y5G3","NM_018922",927
"19547","PCDHGA9","Q9Y5G4","NM_018921",932
"19548","PCDHGA8","Q9Y5G5","NM_032088",932
"19549","PCDHGA7","Q9Y5G6","NM_018920",932
"19550","PCDHGA6","Q9Y5G7","NM_018919",932
"19551","PCDHGA5","Q9Y5G8","NM_018918",931
"19552","PCDHGA4","Q9Y5G9","NM_018917",931
"19553","PCDHGA3","Q9Y5H0","NM_018916",932
"19554","PCDHGA2","Q9Y5H1","NM_018915",932
"19555","PCDHGA11","Q9Y5H2","NM_018914",935
"19556","PCDHGA10","Q9Y5H3","NM_018913",936
"19557","PCDHGA1","Q9Y5H4","NM_018912",931
"19558","PCDHA9","Q9Y5H5","NM_031857",950
"19559","PCDHA8","Q9Y5H6","NM_018911",950
"19560","PCDHA5","Q9Y5H7","NM_018908",936
"19561","PCDHA3","Q9Y5H8","NM_018906",950
"19562","PCDHA2","Q9Y5H9","NM_018905",948
"19563","PCDHA13","Q9Y5I0","NM_018904",950
"19564","PCDHA11","Q9Y5I1","NM_018902",949
"19565","PCDHA10","Q9Y5I2","NM_018901",948
"19566","PCDHA1","Q9Y5I3","NM_018900",950
"19567","PCDHAC2","Q9Y5I4","NM_018899",1007
"19568","CLDN16","Q9Y5I7","NM_006580",305
"19569","UTP18","Q9Y5J1","NM_016001",556
"19570","HEY1","Q9Y5J3","NM_012258",304
"19571","PHLDA3","Q9Y5J5","NM_012396",127
"19572","TIMM10B","Q9Y5J6","NM_012192",103
"19573","TIMM9","Q9Y5J7","",89
"19574","TIMM8B","Q9Y5J9","NM_012459",83
"19575","SPO11","Q9Y5K1","NM_012444",396
"19576","KLK4","Q9Y5K2","NM_004917",254
"19577","PCYT1B","Q9Y5K3","NM_004845",369
"19578","UCHL5","Q9Y5K5","NM_015984",329
"19579","CD2AP","Q9Y5K6","",639
"19580","ATP6V1D","Q9Y5K8","NM_015994",247
"19581","TNPO3","Q9Y5L0","NM_012470",923
"19582","HILPDA","Q9Y5L2","NM_013332",63
"19583","ENTPD2","Q9Y5L3","NM_203468",495
"19584","TIMM13","Q9Y5L4","",95
"19585","LENEP","Q9Y5L5","NM_018655",61
"19586","FAM215A","Q9Y5M1","NR_026770",114
"19587","OCLM","Q9Y5M6","NM_022375",44
"19588","SRPRB","Q9Y5M8","",271
"19589","HRH3","Q9Y5N1","NM_007232",445
"19590","N6AMT1","Q9Y5N5","NM_013240",214
"19591","ORC6","Q9Y5N6","",252
"19592","OR51B4","Q9Y5P0","NM_033179",310
"19593","OR51B2","Q9Y5P1","NM_033180",312
"19594","CSAG3","Q9Y5P2","NM_203311",127
"19595","CSAG2","Q9Y5P2","NM_001080848",127
"19596","RAI2","Q9Y5P3","NM_021785",530
"19597","COL4A3BP","Q9Y5P4","NM_005713",624
"19598","GMPPB","Q9Y5P6","NM_013334",360
"19599","PPP2R3B","Q9Y5P8","NM_013239",575
"19600","FADS3","Q9Y5Q0","",445
"19601","MAFB","Q9Y5Q3","",323
"19602","CORIN","Q9Y5Q5","",1042
"19603","INSL5","Q9Y5Q6","NM_005478",135
"19604","GTF3C5","Q9Y5Q8","NM_001122823",519
"19605","GTF3C3","Q9Y5Q9","",886
"19606","MMP24","Q9Y5R2","NM_006690",645
"19607","HEMK1","Q9Y5R4","NM_016173",338
"19608","DMRT2","Q9Y5R5","NM_006557",561
"19609","DMRT1","Q9Y5R6","NM_021951",373
"19610","TRAPPC1","Q9Y5R8","NM_021210",145
"19611","TRPV2","Q9Y5S1","NM_016113",764
"19612","CDC42BPB","Q9Y5S2","NM_006035",1711
"19613","NOX1","Q9Y5S8","NM_007052",564
"19614","RBM8A","Q9Y5S9","NM_005105",174
"19615","DNAJC15","Q9Y5T4","NM_013238",150
"19616","USP16","Q9Y5T5","",823
"19617","TSSC4","Q9Y5U2","NM_005706",329
"19618","INSIG2","Q9Y5U4","NM_016133",225
"19619","TNFRSF18","Q9Y5U5","NM_004195",241
"19620","MPC1","Q9Y5U8","NM_016098",109
"19621","IER3IP1","Q9Y5U9","NM_016097",82
"19622","ZNF706","Q9Y5V0","NM_016096",76
"19623","MAGED1","Q9Y5V3","NM_001005332",778
"19624","KLF2","Q9Y5W3","",355
"19625","WIF1","Q9Y5W5","",379
"19626","SNX14","Q9Y5W7","NM_153816",946
"19627","SNX13","Q9Y5W8","NM_015132",968
"19628","SNX11","Q9Y5W9","",270
"19629","SNX10","Q9Y5X0","",201
"19630","SNX9","Q9Y5X1","",595
"19631","SNX8","Q9Y5X2","",465
